Time,Place,Latitude,Longitude,Depth,Mag
1998-11-27T10:27:02.880Z,"86 km SW of Villa Basilio Nievas, Argentina",-32.14,-69.328,126.7,5.5
1998-11-27T08:53:34.210Z,"Kermadec Islands, New Zealand",-29.238,-177.12,33.0,5.7
1998-11-25T18:05:25.700Z,"111 km WNW of Buala, Solomon Islands",-7.859,158.622,47.9,6.2
1998-11-24T23:54:46.100Z,"119 km WSW of Hihifo, Tonga",-16.515,-174.751,223.2,6.1
1998-11-24T21:24:31.870Z,Samoa Islands region,-16.0,-172.703,33.0,5.5
1998-11-23T09:30:19.100Z,"13 km WSW of Antofagasta, Chile",-23.716,-70.512,33.0,5.6
1998-11-19T20:50:31.460Z,"135 km NW of Ternate, Indonesia",1.681,126.543,33.0,5.5
1998-11-19T15:39:19.100Z,"248 km SSE of Hirara, Japan",22.605,125.783,10.0,6.3
1998-11-19T12:03:47.460Z,"79 km ESE of Sarangani, Philippines",5.167,126.143,88.5,5.7
1998-11-19T11:38:14.830Z,"93 km ENE of Lijiang, China",27.308,101.029,33.0,5.6
1998-11-18T15:48:40.820Z,"205 km E of Amahai, Indonesia",-3.315,130.766,33.0,6.0
1998-11-17T03:57:58.990Z,"41 km SSE of Punta de Burica, Panama",7.666,-82.78,16.7,5.9
1998-11-17T03:16:08.700Z,Easter Island region,-26.83,-113.29,10.0,5.8
1998-11-15T13:27:04.080Z,Scotia Sea,-60.275,-47.477,10.0,5.5
1998-11-15T04:51:42.230Z,central East Pacific Rise,-4.075,-104.181,10.0,5.5
1998-11-15T02:44:12.380Z,"142 km WSW of Haveluloto, Tonga",-21.589,-176.504,149.1,6.3
1998-11-14T15:03:12.070Z,"33 km ENE of Port-Olry, Vanuatu",-14.946,167.367,115.1,6.0
1998-11-11T23:36:33.720Z,off the coast of Ecuador,1.079,-85.275,33.0,5.7
1998-11-11T23:20:47.230Z,south of the Kermadec Islands,-34.558,179.791,33.0,5.6
1998-11-09T20:55:34.010Z,"247 km NE of Lospalos, Timor Leste",-7.018,128.659,33.0,5.6
1998-11-09T05:38:44.220Z,"278 km NE of Lospalos, Timor Leste",-6.92,128.946,33.0,7.0
1998-11-09T05:30:14.400Z,"282 km NE of Lospalos, Timor Leste",-6.954,129.022,33.0,6.7
1998-11-08T10:30:00.580Z,"101 km SE of Old Harbor, Alaska",56.5053,-152.2393,10.0,5.7
1998-11-08T07:25:48.510Z,"41 km SW of Ende, Indonesia",-9.135,121.421,33.0,6.4
1998-11-08T05:00:53.260Z,"139 km N of Lospalos, Timor Leste",-7.262,127.081,263.2,5.7
1998-11-08T00:05:32.920Z,"Kermadec Islands, New Zealand",-30.385,-177.608,33.0,5.5
1998-11-06T08:01:11.480Z,"Off the coast of Aisen, Chile",-44.432,-79.112,10.0,5.9
1998-11-05T20:09:55.530Z,"144 km S of Alo, Wallis and Futuna",-15.613,-177.99,33.0,5.6
1998-11-05T18:05:24.350Z,"22 km N of Cabodiongan, Philippines",12.867,125.036,33.0,5.9
1998-11-05T14:47:02.870Z,"81 km E of La Rivera, Mexico",23.643,-108.787,10.0,5.5
1998-11-02T03:50:32.460Z,"140 km SSW of Suva, Fiji",-19.25,177.791,33.0,5.7
1998-10-31T14:03:32.560Z,"28 km WNW of Paratunka, Russia",53.049,157.859,153.1,5.5
1998-10-31T11:19:06.280Z,"southwest of Sumatra, Indonesia",-6.221,98.798,33.0,5.7
1998-10-28T16:25:03.840Z,"128 km ESE of Tondano, Indonesia",0.839,125.966,33.0,6.6
1998-10-27T21:16:21.000Z,"148 km NNE of Tobelo, Indonesia",2.921,128.623,60.7,5.9
1998-10-27T11:33:37.330Z,"209 km SSE of Katsuura, Japan",33.489,141.398,33.0,5.7
1998-10-27T01:38:52.880Z,"86 km ENE of Kendari, Indonesia",-3.552,123.164,33.0,5.7
1998-10-24T08:27:12.220Z,"166 km NW of Neiafu, Tonga",-17.719,-175.222,260.6,5.5
1998-10-19T01:25:01.010Z,"77 km NW of Port-Vila, Vanuatu",-17.275,167.763,33.0,5.9
1998-10-18T08:33:54.060Z,"Maug Islands region, Northern Mariana Islands",19.285,145.341,152.3,5.7
1998-10-17T23:25:42.120Z,"136 km S of False Pass, Alaska",53.635,-163.148,33.0,5.5
1998-10-14T02:54:04.450Z,"107 km ESE of Kimbe, Papua New Guinea",-5.915,151.036,33.0,5.8
1998-10-13T20:41:13.890Z,"123 km ENE of Miyako, Japan",40.027,143.297,33.0,5.5
1998-10-11T23:57:30.050Z,Pacific-Antarctic Ridge,-56.273,-143.186,10.0,5.5
1998-10-11T23:36:22.370Z,Pacific-Antarctic Ridge,-56.913,-142.618,10.0,6.3
1998-10-11T12:04:54.740Z,Fiji region,-21.04,-179.11,623.9,5.9
1998-10-10T16:32:19.490Z,"55 km N of Palu, Indonesia",-0.403,119.84,33.0,6.0
1998-10-10T16:29:08.180Z,"57 km N of Palu, Indonesia",-0.384,119.859,33.0,5.9
1998-10-10T04:12:08.740Z,"43 km W of Cartagena, Chile",-33.518,-72.078,33.0,5.7
1998-10-09T11:54:36.170Z,"51 km S of El Rosario, Nicaragua",11.321,-86.451,68.7,6.0
1998-10-09T05:37:52.620Z,Tonga,-15.393,-173.392,33.0,5.5
1998-10-08T07:36:28.710Z,central East Pacific Rise,-9.109,-109.557,10.0,5.5
1998-10-08T04:51:42.890Z,"16 km SSE of Pucara, Peru",-16.119,-71.404,136.2,6.2
1998-10-07T08:30:19.430Z,"169 km ESE of Kimbe, Papua New Guinea",-5.878,151.628,33.0,5.5
1998-10-04T13:41:10.170Z,"9 km E of Uchiza, Peru",-8.464,-76.38,33.0,5.5
1998-10-03T19:30:43.130Z,South Sandwich Islands region,-56.605,-25.452,33.0,5.5
1998-10-03T15:12:56.790Z,South Sandwich Islands region,-56.705,-25.571,33.0,5.7
1998-10-03T11:15:42.690Z,"183 km W of Naze, Japan",28.505,127.615,226.6,6.2
1998-10-03T07:12:30.160Z,South Sandwich Islands region,-56.649,-25.294,33.0,5.6
1998-10-03T06:48:12.760Z,South Sandwich Islands region,-56.618,-25.352,33.0,5.8
1998-10-03T01:13:36.140Z,South Sandwich Islands region,-56.628,-25.502,33.0,5.5
1998-10-01T19:17:16.050Z,"188 km N of Qalans?yah, Yemen",14.367,53.772,10.0,5.7
1998-10-01T03:41:13.090Z,northern Mid-Atlantic Ridge,13.738,-45.565,10.0,6.0
1998-09-30T12:27:04.250Z,"102 km ESE of Kokopo, Papua New Guinea",-4.641,153.14,75.1,5.8
1998-09-30T03:03:56.810Z,"78 km NW of Port-Vila, Vanuatu",-17.202,167.832,33.0,5.8
1998-09-29T22:14:49.580Z,"12 km W of Ljig, Serbia",44.209,20.08,10.0,5.5
1998-09-28T19:23:23.250Z,"202 km SSE of Sarangani, Philippines",3.84,126.407,30.1,6.2
1998-09-28T13:34:30.490Z,"8 km WSW of Sumberpucung, Indonesia",-8.194,112.413,151.6,6.6
1998-09-27T11:07:16.140Z,"119 km NW of Nuku‘alofa, Tonga",-20.27,-175.876,207.3,5.7
1998-09-24T18:53:40.180Z,"61 km N of Mandalgovi, Mongolia",46.313,106.288,33.0,5.6
1998-09-22T01:16:55.450Z,"229 km SW of Merizo Village, Guam",11.822,143.154,9.2,6.0
1998-09-21T12:09:39.660Z,"88 km WNW of Sola, Vanuatu",-13.573,166.791,33.0,6.4
1998-09-21T06:52:41.190Z,"72 km WSW of Gorontalo, Indonesia",0.262,122.467,147.4,6.0
1998-09-20T21:21:55.120Z,"82 km SW of Banjar, Indonesia",-7.77,106.951,67.4,5.5
1998-09-20T07:14:32.630Z,off the east coast of the North Island of New Zealand,-35.586,179.958,75.5,5.6
1998-09-20T06:30:46.630Z,east of the North Island of New Zealand,-35.63,-179.844,52.9,5.5
1998-09-20T00:36:46.510Z,"25 km ESE of ‘Ohonua, Tonga",-21.392,-174.709,100.0,5.5
1998-09-17T16:41:20.120Z,West Chile Rise,-38.294,-93.623,10.0,5.7
1998-09-16T02:12:02.170Z,"74 km WSW of Panguna, Papua New Guinea",-6.58,154.868,87.0,5.6
1998-09-15T08:35:51.580Z,"158 km SSW of Kokopo, Papua New Guinea",-5.624,151.637,83.0,6.3
1998-09-14T23:16:46.830Z,"96 km SE of Atka, Alaska",51.618,-173.15,33.0,6.1
1998-09-14T04:43:28.940Z,southern East Pacific Rise,-34.75,-107.981,10.0,6.1
1998-09-12T10:58:04.200Z,"0 km SE of Turpay, Peru",-14.233,-72.615,91.0,5.6
1998-09-12T09:03:48.340Z,"87 km WSW of San Antonio de los Cobres, Argentina",-24.512,-67.119,187.2,5.6
1998-09-09T16:16:08.670Z,Pacific-Antarctic Ridge,-65.592,-177.115,10.0,5.8
1998-09-09T11:27:59.310Z,"2 km NNE of Castelluccio Superiore, Italy",40.035,15.98,10.0,5.6
1998-09-08T09:10:03.050Z,"71 km W of Umatac Village, Guam",13.257,144.007,141.0,5.8
1998-09-07T02:35:03.010Z,"159 km S of Kokopo, Papua New Guinea",-5.766,152.061,41.3,5.5
1998-09-07T00:39:30.210Z,West Chile Rise,-36.24,-97.711,10.0,6.1
1998-09-07T00:23:02.160Z,southern East Pacific Rise,-32.347,-111.95,10.0,5.6
1998-09-05T17:09:31.480Z,"21 km NW of Rabaul, Papua New Guinea",-4.051,152.041,191.8,5.7
1998-09-05T05:16:17.200Z,"47 km SW of Panguna, Papua New Guinea",-6.646,155.209,37.3,5.8
1998-09-05T01:43:27.120Z,west of Macquarie Island,-54.555,143.749,10.0,5.6
1998-09-03T18:15:56.560Z,"16 km SE of Lobujya, Nepal",27.85,86.941,33.0,5.6
1998-09-03T17:37:58.240Z,"66 km NNW of Coquimbo, Chile",-29.45,-71.715,27.0,6.6
1998-09-03T07:58:21.100Z,"19 km W of Shizukuishi, Japan",39.716,140.76,38.1,5.9
1998-09-02T18:52:42.200Z,"Kermadec Islands, New Zealand",-29.695,-178.79,230.1,5.5
1998-09-02T08:37:29.910Z,"123 km SSE of Pondaguitan, Philippines",5.41,126.764,50.0,6.8
1998-09-01T14:33:41.900Z,"91 km SSE of Hihifo, Tonga",-16.758,-173.597,33.0,5.5
1998-09-01T10:29:49.060Z,South Sandwich Islands region,-58.206,-26.533,151.7,5.6
1998-09-01T01:19:37.530Z,"147 km NW of Neiafu, Tonga",-17.555,-174.771,219.8,5.6
1998-08-30T14:34:43.290Z,"225 km ENE of Petropavlovsk-Kamchatsky, Russia",53.669,161.867,33.0,5.6
1998-08-30T11:33:33.000Z,"254 km W of Port McNeill, Canada",50.91,-130.66,10.0,6.1
1998-08-30T07:52:25.320Z,"67 km WNW of San Antonio de los Cobres, Argentina",-23.934,-66.906,219.5,5.7
1998-08-30T01:48:08.760Z,Mariana Islands region,17.092,148.133,33.0,6.3
1998-08-29T08:30:21.120Z,South Sandwich Islands region,-55.737,-27.045,33.0,6.0
1998-08-28T12:40:58.700Z,"161 km S of Tondano, Indonesia",-0.154,125.018,66.2,6.1
1998-08-27T09:03:36.660Z,"118 km E of Kashgar, China",39.66,77.343,33.0,6.4
1998-08-25T07:41:40.190Z,"118 km NW of Rikaze, China",30.079,88.109,33.0,5.9
1998-08-23T13:57:15.380Z,"130 km SW of Corinto, Nicaragua",11.663,-88.038,54.6,6.7
1998-08-23T05:36:12.920Z,"22 km W of Sabang, Philippines",14.697,120.046,70.1,6.1
1998-08-22T12:32:27.950Z,"Pagan region, Northern Mariana Islands",18.655,146.428,57.0,5.5
1998-08-22T11:09:46.900Z,"35 km WNW of Aitape, Papua New Guinea",-3.062,142.036,20.3,5.6
1998-08-20T15:00:08.100Z,"196 km SE of Attu Station, Alaska",51.618,175.248,33.0,6.3
1998-08-20T06:40:55.820Z,"Bonin Islands, Japan region",28.932,139.329,440.5,7.1
1998-08-19T17:41:43.690Z,"43 km NNW of Finschhafen, Papua New Guinea",-6.179,147.745,55.0,5.7
1998-08-18T20:57:44.140Z,west of Macquarie Island,-58.008,148.049,10.0,5.6
1998-08-18T18:00:12.760Z,"119 km NE of Kuril’sk, Russia",45.852,149.116,116.0,5.6
1998-08-15T18:31:08.690Z,"22 km WSW of Hotaka, Japan",36.268,137.644,10.0,5.5
1998-08-14T13:21:24.700Z,south of Australia,-63.607,147.488,10.0,5.5
1998-08-14T00:55:37.400Z,"90 km SSE of Lata, Solomon Islands",-11.43,166.216,57.6,5.8
1998-08-13T05:54:56.830Z,South Sandwich Islands region,-58.786,-24.875,33.0,5.5
1998-08-10T09:52:14.940Z,"194 km NW of Sabang, Indonesia",7.324,94.305,33.0,6.0
1998-08-07T01:40:16.240Z,Pacific-Antarctic Ridge,-59.586,-150.715,10.0,5.9
1998-08-06T06:05:44.180Z,"202 km E of Tadine, New Caledonia",-21.841,169.815,33.0,5.5
1998-08-05T14:27:00.330Z,"12 km NE of Mehr?n, Iran",33.208,46.251,33.0,5.6
1998-08-05T12:54:25.690Z,Pacific-Antarctic Ridge,-54.674,-135.521,10.0,6.2
1998-08-04T18:59:20.100Z,"3 km E of Bahía de Caráquez, Ecuador",-0.593,-80.393,33.0,7.2
1998-08-04T17:48:20.900Z,south of Africa,-52.909,22.028,10.0,5.8
1998-08-04T15:51:01.880Z,west of Macquarie Island,-56.676,147.434,10.0,5.8
1998-08-03T05:17:01.400Z,South Pacific Ocean,-27.295,-148.858,10.0,5.5
1998-08-02T04:40:46.490Z,"87 km E of Kashgar, China",39.573,76.999,68.7,5.6
1998-07-31T14:30:19.780Z,"182 km W of Abepura, Indonesia",-2.81,139.008,33.0,5.5
1998-07-31T12:48:04.480Z,"211 km E of Tadine, New Caledonia",-21.644,169.919,33.0,6.0
1998-07-31T12:40:59.520Z,"201 km E of Tadine, New Caledonia",-21.614,169.82,33.0,6.1
1998-07-29T18:00:29.990Z,"192 km W of Abepura, Indonesia",-2.693,138.901,33.0,6.7
1998-07-29T07:14:24.080Z,"16 km NNW of La Ligua, Chile",-32.312,-71.286,51.1,6.4
1998-07-25T02:39:23.330Z,"79 km WNW of Sola, Vanuatu",-13.608,166.867,43.5,6.3
1998-07-24T18:44:04.410Z,"89 km N of Basco, Philippines",21.254,122.019,33.0,6.1
1998-07-20T01:05:58.350Z,"119 km NW of Rikaze, China",30.134,88.173,33.2,5.8
1998-07-19T15:58:38.860Z,"95 km SW of Vaini, Tonga",-21.836,-175.792,72.1,6.0
1998-07-19T15:00:44.480Z,Easter Island region,-26.651,-114.336,10.0,5.5
1998-07-18T16:41:19.440Z,"71 km SSW of Port-Vila, Vanuatu",-18.369,168.173,33.0,6.1
1998-07-18T09:57:13.950Z,"30 km NNW of Vallenar, Chile",-28.307,-70.841,46.9,5.5
1998-07-17T22:03:52.380Z,"75 km SSW of Pagar Alam, Indonesia",-4.687,103.065,50.4,5.7
1998-07-17T09:10:02.100Z,"near the north coast of New Guinea, Papua New Guinea",-2.892,142.355,10.0,5.9
1998-07-17T09:09:31.590Z,"38 km NW of Aitape, Papua New Guinea",-2.895,142.098,10.0,5.6
1998-07-17T08:49:13.280Z,"50 km WNW of Aitape, Papua New Guinea",-2.961,141.926,10.0,7.0
1998-07-17T04:51:14.760Z,"31 km ESE of Pizitou, Taiwan",23.407,120.736,12.6,5.7
1998-07-17T02:18:58.260Z,"63 km S of Port-Vila, Vanuatu",-18.301,168.206,33.0,5.5
1998-07-16T11:56:36.420Z,"52 km SE of Lata, Solomon Islands",-11.04,166.16,110.2,7.0
1998-07-16T06:18:21.020Z,"206 km SW of Merizo Village, Guam",12.046,143.236,10.0,5.6
1998-07-12T08:11:28.180Z,"10 km SSW of El Papayo, Mexico",16.954,-100.295,33.0,5.5
1998-07-12T00:14:05.350Z,"60 km S of Port-Vila, Vanuatu",-18.275,168.22,33.0,5.5
1998-07-11T05:21:13.440Z,"18 km SSW of Petatlán, Mexico",17.39,-101.349,33.0,5.5
1998-07-09T19:39:46.830Z,"73 km WNW of Ninilchik, Alaska",60.3778,-152.8193,131.2,6.1
1998-07-09T14:45:39.980Z,"Kermadec Islands, New Zealand",-30.487,-178.994,129.5,6.9
1998-07-09T14:19:18.410Z,"10 km SE of Lerik, Azerbaijan",38.717,48.507,26.0,6.0
1998-07-09T05:19:07.300Z,"12 km N of Horta, Portugal",38.65,-28.626,10.0,6.2
1998-07-07T20:01:35.900Z,"112 km SSW of Altata, Mexico",23.714,-108.395,10.0,5.5
1998-07-07T14:32:00.870Z,"252 km SSE of Shimoda, Japan",32.582,140.001,112.7,5.5
1998-07-07T14:17:51.170Z,south of the Kermadec Islands,-33.842,-179.193,55.1,5.5
1998-06-29T23:37:16.590Z,west of Macquarie Island,-60.354,153.143,10.0,6.3
1998-06-27T13:55:52.080Z,"12 km S of Adana, Turkey",36.878,35.307,33.0,6.3
1998-06-25T21:03:44.920Z,"29 km ENE of Codrington, Antigua and Barbuda",17.733,-61.572,44.7,5.6
1998-06-24T10:44:30.820Z,southern Mid-Atlantic Ridge,-37.295,-17.391,10.0,6.0
1998-06-23T10:58:41.780Z,northern Mid-Atlantic Ridge,23.77,-45.102,10.0,5.5
1998-06-23T01:36:31.800Z,"92 km W of Cartagena, Colombia",10.546,-76.349,35.0,5.7
1998-06-22T20:26:24.910Z,"102 km SSW of Merizo Village, Guam",12.364,144.445,33.0,5.7
1998-06-22T07:07:08.430Z,"36 km SSW of Naze, Japan",28.043,129.391,63.2,5.5
1998-06-20T20:24:45.170Z,"Kermadec Islands, New Zealand",-30.105,-177.925,57.4,6.0
1998-06-18T04:17:54.980Z,Ascension Island region,-11.572,-13.894,10.0,6.3
1998-06-17T18:49:03.100Z,"290 km W of Tual, Indonesia",-6.031,130.163,147.5,5.6
1998-06-16T09:35:11.850Z,Macquarie Island region,-52.988,159.837,10.0,6.2
1998-06-14T13:17:08.090Z,"18 km NE of ?hara, Japan",35.372,140.52,45.3,5.7
1998-06-12T21:53:00.090Z,"92 km N of Finschhafen, Papua New Guinea",-5.724,147.889,139.5,5.8
1998-06-12T20:51:01.750Z,south of the Fiji Islands,-24.804,179.829,502.4,5.5
1998-06-09T12:04:55.320Z,"75 km ESE of Neiafu, Tonga",-18.868,-173.309,33.0,5.5
1998-06-07T23:20:13.960Z,"2 km NNE of Cabeza de Toro, Mexico",15.959,-93.776,86.6,6.3
1998-06-07T16:10:46.250Z,"45 km ENE of Caucete, Argentina",-31.518,-67.833,113.2,5.9
1998-06-05T23:38:36.030Z,"66 km ESE of Neiafu, Tonga",-18.799,-173.373,33.0,5.5
1998-06-03T21:34:48.940Z,"59 km ESE of Antofagasta, Chile",-23.887,-69.875,47.7,5.5
1998-06-03T15:47:07.900Z,northern Mid-Atlantic Ridge,43.679,-29.02,10.0,5.5
1998-06-01T07:35:50.440Z,"17 km SW of Owase, Japan",33.942,136.087,398.5,5.8
1998-06-01T05:34:03.580Z,"96 km E of Petropavlovsk-Kamchatsky, Russia",52.889,160.067,43.7,6.4
1998-05-30T18:18:15.600Z,"137 km ESE of Yamada, Japan",39.027,143.441,33.0,6.2
1998-05-30T06:22:28.950Z,"24 km E of Rust?q, Afghanistan",37.106,70.11,33.0,6.6
1998-05-29T04:47:54.040Z,"159 km SSW of Padang, Indonesia",-2.191,99.633,33.0,5.5
1998-05-29T02:55:57.440Z,"172 km SW of Padang, Indonesia",-2.231,99.477,33.0,5.5
1998-05-28T21:11:44.130Z,"13 km NNE of Zangguy, China",37.388,78.843,33.0,5.6
1998-05-28T18:33:28.100Z,"41 km E of Mersa Matruh, Egypt",31.401,27.667,10.0,5.5
1998-05-28T04:58:54.510Z,"119 km SSE of Petropavlovsk-Kamchatsky, Russia",52.154,159.641,47.0,5.7
1998-05-27T20:41:37.900Z,"107 km SSE of Petropavlovsk-Kamchatsky, Russia",52.239,159.526,60.1,6.0
1998-05-27T15:27:16.160Z,"43 km NNE of Kandrian, Papua New Guinea",-5.845,149.704,33.0,6.0
1998-05-27T03:24:17.060Z,western Indian-Antarctic Ridge,-50.462,139.489,10.0,5.7
1998-05-24T02:32:53.530Z,"103 km W of Labuan, Indonesia",-6.513,104.906,52.9,5.6
1998-05-23T17:44:47.770Z,"6 km WNW of Tabid, Philippines",8.138,123.726,657.8,6.0
1998-05-22T19:49:33.710Z,"9 km NE of Bungo-Takada-shi, Japan",33.622,131.514,81.0,5.5
1998-05-22T06:17:04.940Z,"21 km ESE of Mizque, Bolivia",-17.987,-65.141,33.0,5.6
1998-05-22T04:48:50.440Z,"25 km NNW of Mizque, Bolivia",-17.731,-65.431,24.0,6.6
1998-05-21T22:31:22.940Z,Prince Edward Islands region,-43.4,41.387,10.0,6.3
1998-05-21T05:34:25.500Z,"127 km NNW of Palu, Indonesia",0.207,119.584,33.0,6.7
1998-05-19T10:41:13.130Z,Prince Edward Islands region,-43.187,41.809,10.0,5.6
1998-05-18T17:19:04.820Z,"74 km WSW of Cittadella del Capo, Italy",39.253,15.108,279.9,5.5
1998-05-17T16:16:59.210Z,"108 km S of Hihifo, Tonga",-16.935,-173.85,33.0,5.5
1998-05-16T10:41:28.680Z,"163 km WSW of Haveluloto, Tonga",-21.792,-176.637,174.1,5.5
1998-05-16T02:22:03.210Z,south of the Fiji Islands,-22.227,-179.519,586.1,6.9
1998-05-15T05:58:06.040Z,"71 km N of Yigo Village, Guam",14.178,144.88,154.1,6.0
1998-05-15T00:02:40.690Z,"147 km SW of Merizo Village, Guam",12.206,143.842,33.0,5.5
1998-05-14T18:56:23.490Z,"130 km ENE of Miyako, Japan",40.254,143.253,33.0,6.0
1998-05-14T10:53:44.200Z,"131 km ENE of Miyako, Japan",40.244,143.266,33.0,5.5
1998-05-13T23:02:05.660Z,"108 km SW of Kokopo, Papua New Guinea",-5.147,151.714,61.4,6.6
1998-05-13T13:05:06.350Z,"195 km WNW of Panguna, Papua New Guinea",-5.776,153.804,62.5,5.5
1998-05-12T00:56:13.260Z,"20 km WSW of Puerto San José, Guatemala",13.866,-90.998,33.0,5.6
1998-05-11T12:40:41.650Z,"96 km SSE of Kokopo, Papua New Guinea",-5.156,152.582,49.4,5.7
1998-05-11T04:01:40.990Z,"37 km WNW of Aitape, Papua New Guinea",-2.972,142.05,33.7,5.7
1998-05-11T01:34:33.090Z,northern East Pacific Rise,8.242,-102.987,10.0,5.8
1998-05-10T06:35:44.660Z,northern East Pacific Rise,8.52,-102.924,10.0,5.8
1998-05-10T06:05:58.910Z,"28 km S of Iztapa, Guatemala",13.676,-90.747,33.0,6.3
1998-05-06T01:53:09.300Z,"19 km NW of Claveria, Philippines",18.716,120.938,33.0,5.8
1998-05-03T23:30:21.910Z,"254 km SSE of Ishigaki, Japan",22.306,125.308,33.0,7.5
1998-05-03T02:09:07.950Z,"14 km SW of It?, Japan",34.87,138.982,34.0,5.6
1998-05-02T08:36:50.180Z,"115 km SE of Phek, India",24.932,95.311,121.5,5.5
1998-05-01T17:18:17.940Z,central Mid-Atlantic Ridge,1.136,-28.489,10.0,5.5
1998-04-29T23:32:40.660Z,"Izu Islands, Japan region",30.781,141.963,33.0,5.6
1998-04-29T03:30:39.340Z,"72 km S of Koróni, Greece",36.138,21.94,33.0,5.5
1998-04-28T15:44:06.060Z,Fiji region,-21.971,-179.606,607.8,5.7
1998-04-27T23:51:35.720Z,"113 km NNE of Bangkalan, Indonesia",-6.082,113.097,590.7,5.7
1998-04-27T18:40:38.530Z,"95 km ENE of Nabire, Indonesia",-2.995,136.282,53.0,6.2
1998-04-25T06:07:23.440Z,southern Mid-Atlantic Ridge,-35.266,-17.326,10.0,6.3
1998-04-23T21:47:45.950Z,"18 km NNW of Port-Olry, Vanuatu",-14.905,166.981,33.0,5.7
1998-04-20T22:59:14.770Z,"17 km ENE of Aratichanguío, Mexico",18.525,-101.203,67.3,6.0
1998-04-20T10:54:09.910Z,"121 km NE of Neiafu, Tonga",-17.858,-173.191,33.0,5.6
1998-04-18T10:04:21.770Z,south of Australia,-63.47,147.673,10.0,5.5
1998-04-15T15:23:06.920Z,"115 km SE of Ossora, Russia",58.502,164.45,33.0,5.8
1998-04-14T03:41:22.330Z,south of the Fiji Islands,-23.821,-179.871,498.6,6.1
1998-04-12T18:35:09.060Z,"286 km SSW of ‘Ohonua, Tonga",-23.718,-176.041,33.0,5.5
1998-04-12T10:55:32.500Z,"5 km E of Kobarid, Slovenia",46.245,13.652,10.0,5.6
1998-04-11T01:10:51.640Z,"286 km SSW of ‘Ohonua, Tonga",-23.726,-176.004,33.0,5.5
1998-04-11T00:44:35.750Z,"281 km SSW of ‘Ohonua, Tonga",-23.635,-176.111,33.0,6.2
1998-04-10T16:43:41.350Z,south of the Kermadec Islands,-33.546,-179.543,46.1,5.9
1998-04-10T16:40:38.580Z,north of Ascension Island,-1.322,-15.651,10.0,6.2
1998-04-10T15:00:53.140Z,"84 km ESE of B?rjand, Iran",32.457,59.976,33.0,5.8
1998-04-10T10:03:20.170Z,"113 km NNE of Tocopilla, Chile",-21.209,-69.637,62.9,5.5
1998-04-09T23:26:52.680Z,Mid-Indian Ridge,-12.245,67.846,10.0,5.8
1998-04-09T08:45:40.930Z,"15 km SSW of Iwaki, Japan",36.92,140.824,110.6,5.5
1998-04-07T13:12:42.690Z,"25 km SSW of San Lorenzo, Guatemala",14.277,-91.62,67.7,5.6
1998-04-03T22:01:48.250Z,"43 km NE of San Fernando, Peru",-8.148,-74.238,164.6,6.6
1998-04-03T15:22:48.890Z,Indian Ocean Triple Junction,-25.627,69.689,10.0,5.6
1998-04-02T01:09:10.600Z,south of the Kermadec Islands,-33.297,-178.441,33.0,5.8
1998-04-01T22:42:56.900Z,"131 km WSW of Corral, Chile",-40.316,-74.874,9.0,6.7
1998-04-01T21:37:50.190Z,northern Mid-Atlantic Ridge,35.377,-35.787,10.0,5.8
1998-04-01T17:56:23.360Z,"95 km W of Pariaman, Indonesia",-0.544,99.261,55.7,7.0
1998-03-31T01:24:07.830Z,south of Australia,-62.631,147.086,10.0,5.7
1998-03-30T04:06:02.200Z,"58 km ENE of Lakatoro, Vanuatu",-15.964,167.94,178.8,5.6
1998-03-29T20:38:40.990Z,"181 km ENE of Levuka, Fiji",-17.655,-179.029,530.1,5.6
1998-03-29T19:48:16.210Z,"178 km ENE of Levuka, Fiji",-17.552,-179.092,537.2,7.2
1998-03-29T07:14:58.980Z,north of Ascension Island,-0.239,-17.932,10.0,6.1
1998-03-28T13:27:06.600Z,southeast of the Loyalty Islands,-22.923,172.303,33.0,5.6
1998-03-27T00:30:51.010Z,South Sandwich Islands region,-58.733,-25.38,33.0,5.7
1998-03-26T23:36:11.010Z,"71 km S of Abepura, Indonesia",-3.242,140.606,10.0,5.8
1998-03-25T21:02:55.660Z,"69 km W of San Antonio de los Cobres, Argentina",-24.336,-66.99,197.0,5.6
1998-03-25T13:14:59.080Z,south of Australia,-63.561,147.862,10.0,5.8
1998-03-25T12:17:22.500Z,south of Australia,-63.612,147.937,10.0,6.4
1998-03-25T03:12:25.070Z,Balleny Islands region,-62.877,149.527,10.0,8.1
1998-03-23T09:37:09.110Z,"44 km E of ?arai, Japan",36.317,141.075,41.8,5.5
1998-03-22T01:08:57.480Z,Mid-Indian Ridge,-11.43,66.245,10.0,6.1
1998-03-21T18:22:28.460Z,"29 km ESE of Farkh?r, Afghanistan",36.433,70.133,227.8,5.9
1998-03-21T16:33:11.000Z,Greenland Sea,79.888,1.856,10.0,6.2
1998-03-21T01:29:08.660Z,Pacific-Antarctic Ridge,-54.639,-135.362,10.0,5.5
1998-03-20T21:08:08.530Z,"Auckland Islands, New Zealand region",-50.008,163.107,10.0,6.7
1998-03-19T13:51:33.730Z,"84 km NE of Kashgar, China",39.977,76.731,33.0,5.6
1998-03-19T08:35:55.870Z,"245 km NE of Fais, Micronesia",11.564,141.832,44.8,5.5
1998-03-19T04:52:41.040Z,"212 km WNW of Pangai, Tonga",-19.333,-176.317,33.0,5.8
